avg_flight_discount,total_flight_discount,avg_hotel_discount,total_hotel_discount,total_sessions,avg_session_duration,total_session_duration,total_flights_booked,total_hotels_booked,avg_flight_fare_usd,total_flight_fare_usd,n_unique_destinations,cluster,pc1,pc2
0.375,3,0.25,2,8,30.708333333333336,245.66666666666669,3,2,3679.3566666666666,11038.07,2,2,8.989262967334529,-4.545548867676461
0.125,1,0.375,3,8,16.529166666666665,132.23333333333332,3,3,1075.4966666666667,3226.49,3,3,4.184944663530099,-1.7862330878158463
0.1111111111111111,1,0.2222222222222222,2,9,1.738888888888889,15.65,2,3,554.625,1109.25,2,1,0.005999213819578882,-0.0594949358920053
0.25,2,0.125,1,8,2.3520833333333333,18.816666666666666,3,3,346.4766666666667,1039.43,2,1,0.10955070690975817,0.030829723912464566
0.125,1,0.25,2,8,11.09646615,88.7717292,1,1,537.67,537.67,1,0,0.5797848557197322,-2.096330172489337
0.125,1,0.125,1,8,1.9791666666666667,15.833333333333334,3,3,414.19,1242.57,3,1,0.055540745629062194,1.0431508749037517
0.125,1,0.0,0,8,1.4395833333333332,11.516666666666666,1,2,1244.31,1244.31,1,0,-1.376052670306206,0.3897653220237599
0.0,0,0.1111111111111111,1,9,2.564814814814815,23.083333333333336,5,5,416.2,2081.0,4,1,1.3687767544263292,2.8970834412373754
0.125,1,0.125,1,8,3.4729166666666673,27.78333333333334,1,1,394.29,394.29,1,0,-1.3100129629119615,-0.6450630053382107
0.375,3,0.125,1,8,17.391666666666666,139.13333333333333,7,7,475.9657142857142,3331.7599999999998,3,3,5.879048086307368,-0.011336391029601264
0.375,3,0.5,4,8,23.319632504166666,186.55706003333333,5,4,991.126,4955.63,4,3,7.720031921102705,-3.462810039545849
0.1111111111111111,1,0.0,0,9,1.838888888888889,16.55,3,3,916.1166666666667,2748.35,2,1,-0.03503617706980387,1.4051928430121114
0.125,1,0.25,2,8,2.435416666666667,19.483333333333334,4,3,261.64750000000004,1046.5900000000001,4,1,0.9451161968401613,0.879278764235788
0.5,4,0.25,2,8,8.188807366666666,65.51045893333333,2,2,2500.87,5001.74,1,3,3.010414809779046,-3.458815537316125
0.1111111111111111,1,0.3333333333333333,3,9,0.8314814814814815,7.483333333333333,0,0,0.0,0.0,0,0,-1.908174800050399,-2.300486977382834
0.25,2,0.0,0,8,1.65625,13.25,1,2,539.57,539.57,1,0,-1.4439427536143574,-0.2617165915410482
0.2222222222222222,2,0.2222222222222222,2,9,15.814814814814813,142.33333333333331,5,4,484.584,2422.92,4,3,4.734434890235745,-0.6793844385326825
0.0,0,0.125,1,8,1.5770833333333334,12.616666666666667,2,1,448.805,897.61,2,0,-1.334368060049997,0.7650713187652526
0.125,1,0.0,0,8,1.7583333333333333,14.066666666666666,3,3,296.40333333333336,889.21,3,1,-0.5090675893648376,1.72638870111454
0.1111111111111111,1,0.0,0,9,1.5962962962962963,14.366666666666667,0,0,0.0,0.0,0,0,-2.9215821513837534,-0.5231636143147665
0.125,1,0.0,0,8,1.9666666666666668,15.733333333333334,1,2,509.21,509.21,1,0,-1.6917219101226262,0.3877548792397344
0.125,1,0.125,1,8,4.4130904875,35.3047239,4,3,1127.2225,4508.89,3,1,1.6719622818385282,1.030046603322377
0.375,3,0.375,3,8,16.870833333333334,134.96666666666667,2,1,438.61,877.22,1,3,2.911521337557536,-4.455774336811012
0.0,0,0.125,1,8,1.99375,15.95,4,4,387.0275,1548.11,3,1,0.3162860733837286,2.19242687860306
0.125,1,0.0,0,8,1.5645833333333332,12.516666666666666,1,1,237.1,237.1,1,0,-2.15874049796392,0.21949413399894668
0.125,1,0.375,3,8,2.34375,18.75,1,2,642.02,642.02,1,0,-0.3169993962311737,-1.63194457229784
0.125,1,0.125,1,8,1.8041666666666667,14.433333333333334,5,4,335.31,1676.55,3,1,0.8297729568293314,1.773807084391822
0.25,2,0.125,1,8,3.6645833333333333,29.316666666666666,1,2,0.0,0.0,0,0,-1.204499355636101,-1.3837623880770433
0.125,1,0.125,1,8,1.85,14.8,2,2,436.51,873.02,2,0,-0.7653815263156689,0.287308991011733
0.25,2,0.25,2,8,1.5229166666666667,12.183333333333334,1,1,395.69,395.69,1,0,-0.9690273170492745,-1.7810466907883917
0.0,0,0.125,1,8,2.439583333333333,19.516666666666666,2,2,342.36,684.72,2,0,-1.016766433945444,0.9106054167867094
0.25,2,0.125,1,8,1.7604166666666665,14.083333333333332,1,2,453.27,453.27,1,0,-1.0629031890849105,-0.9234661307091884
0.0,0,0.0,0,9,2.598148148148148,23.383333333333333,7,6,685.1585714285713,4796.11,7,1,3.090701766074941,5.132712251710549
0.0,0,0.125,1,8,3.2145833333333336,25.71666666666667,4,5,415.18,1660.72,4,1,1.0505315577234986,2.5922808899502012
0.25,2,0.125,1,8,1.5291666666666666,12.233333333333333,1,0,712.42,712.42,1,0,-1.4411066444427507,-1.375936065737015
0.2222222222222222,2,0.2222222222222222,2,9,2.5685185185185184,23.116666666666667,1,1,192.38,192.38,1,0,-0.8471463327337292,-1.7652482795474171
0.0,0,0.0,0,8,1.375,11.0,0,0,0.0,0.0,0,0,-3.344709620865518,0.1758321099530937
0.25,2,0.25,2,8,17.697916666666668,141.58333333333334,3,3,90.05333333333333,270.15999999999997,2,3,3.0884302286680727,-2.197008662738789
0.125,1,0.125,1,8,1.1833333333333333,9.466666666666667,1,1,407.1,407.1,1,0,-1.7229953042469046,-0.4105366897478229
0.125,1,0.125,1,8,18.506249999999998,148.04999999999998,5,6,382.26000000000005,1911.3000000000002,4,3,4.677063517030494,0.811521418681544
0.125,1,0.125,1,8,2.1666666666666665,17.333333333333332,4,4,434.9725,1739.89,4,1,0.9284800099214029,1.7917305388381513
0.25,2,0.125,1,8,2.066666666666667,16.533333333333335,4,4,309.685,1238.74,4,1,1.051503694913897,1.1236984222734745
0.25,2,0.25,2,8,1.2833333333333332,10.266666666666666,1,1,173.04,173.04,1,0,-1.1379021646793608,-1.7406033260634293
0.25,2,0.125,1,8,1.3354166666666667,10.683333333333334,2,2,49.87,99.74,1,0,-1.1039889894351864,-0.6164384240599754
0.25,2,0.375,3,8,18.091666666666665,144.73333333333332,4,3,914.1525,3656.61,3,3,5.041682780657346,-2.3685090021379884
0.125,1,0.25,2,8,17.68541666666667,141.48333333333335,2,3,375.52,751.04,1,3,2.5082361848828922,-2.0629090386576525
0.0,0,0.125,1,8,2.0666666666666664,16.53333333333333,3,3,287.2033333333333,861.61,3,1,-0.3387426632196072,1.7170166477151365
0.25,2,0.375,3,8,10.167420216666667,81.33936173333333,2,2,2290.87,4581.74,1,3,3.0481278950425934,-2.9505138891846574
0.25,2,0.0,0,8,1.8479166666666667,14.783333333333333,3,3,252.72333333333333,758.17,3,1,-0.24709612701211595,1.0391887626841705
0.0,0,0.125,1,8,1.2833333333333334,10.266666666666667,0,0,0.0,0.0,0,0,-2.951193188291863,-0.4719070083683613
0.125,1,0.125,1,8,2.1416666666666666,17.133333333333333,2,2,490.845,981.69,2,0,-0.6703806221362657,0.2546123437418208
0.125,1,0.125,1,8,1.3604166666666666,10.883333333333333,0,1,0.0,0.0,0,0,-2.4087593671132543,-0.9301440250233446
0.25,2,0.125,1,8,1.8791666666666667,15.033333333333333,2,1,2775.31,5550.62,2,0,1.072413356085893,-0.7402782595853532
0.2222222222222222,2,0.0,0,9,2.2222222222222223,20.0,5,4,846.7379999999999,4233.69,4,1,1.8073076683121985,2.049787369040126
0.125,1,0.0,0,8,1.9333333333333333,15.466666666666667,3,4,458.2066666666667,1374.6200000000001,3,1,-0.08012737042112687,1.9326969343552536
0.0,0,0.125,1,8,1.24375,9.95,0,0,0.0,0.0,0,0,-2.9584572537146414,-0.4678366901893386
0.0,0,0.1111111111111111,1,9,1.838888888888889,16.55,2,3,360.53,721.06,2,1,-0.7818268138016073,1.2005202783096436
0.375,3,0.25,2,8,13.453116037499997,107.62492829999998,2,2,212.18,424.36,1,3,1.9417183334536823,-3.206971341603312
0.125,1,0.125,1,8,1.3145833333333332,10.516666666666666,1,1,408.4,408.4,1,0,-1.6981798839063182,-0.42412530253924313
0.375,3,0.0,0,8,1.5416666666666667,12.333333333333334,2,2,230.685,461.37,2,0,-0.8139930905563242,-0.37204596168021525
0.125,1,0.125,1,8,2.6520833333333336,21.21666666666667,5,5,391.576,1957.88,5,1,1.776553334260267,2.509667662409475
0.25,2,0.0,0,8,1.7979166666666666,14.383333333333333,2,1,582.505,1165.01,2,0,-1.0266966965172968,0.0344008793251324
0.125,1,0.0,0,8,1.5333333333333332,12.266666666666666,2,1,536.4449999999999,1072.8899999999999,2,0,-1.3981233515462657,0.7431365376201449
0.0,0,0.125,1,8,1.56875,12.55,1,1,460.54,460.54,1,0,-1.9099986091336658,0.2252731460959021
0.125,1,0.125,1,8,1.5666666666666667,12.533333333333333,2,2,391.905,783.81,2,0,-0.851425831602506,0.31866436391613245
0.125,1,0.5,4,8,18.352083333333333,146.81666666666666,5,6,435.38,2176.9,3,3,5.715831858452107,-1.4400574244318827
0.375,3,0.125,1,8,16.39539336875,131.16314695,4,4,197.6175,790.47,3,3,3.601082341207075,-1.324796535210267
0.125,1,0.125,1,8,1.9833333333333334,15.866666666666667,4,2,1288.3899999999999,5153.5599999999995,4,1,1.4104885875605802,1.346459258292988
0.125,1,0.25,2,8,1.9666666666666668,15.733333333333334,2,2,392.165,784.33,2,0,-0.3674835910583459,-0.3796453336912298
0.0,0,0.25,2,8,0.9333333333333333,7.466666666666667,1,1,393.91,393.91,1,0,-1.653647370972079,-0.3618221998856731
0.3333333333333333,3,0.2222222222222222,2,9,1.898148148148148,17.083333333333332,4,3,415.1475,1660.59,4,1,1.6216574374798873,-0.27372002701128006
0.5,4,0.125,1,8,14.193225979166668,113.54580783333334,4,4,332.0375,1328.15,3,3,3.6416724853937965,-1.7785735638453959
0.25,2,0.125,1,8,17.379166666666666,139.03333333333333,2,3,64.63,64.63,1,3,2.079016845892063,-2.039383261466381
0.125,1,0.125,1,8,1.61875,12.95,1,0,199.47,199.47,1,0,-2.0001478502025405,-0.6694946116618491
0.2857142857142857,2,0.2857142857142857,2,7,1.1761904761904762,8.233333333333334,1,1,714.2,714.2,1,0,-0.8600200424998877,-1.928620939067902
0.3333333333333333,3,0.4444444444444444,4,9,1.6074074074074074,14.466666666666667,1,1,7451.31,7451.31,1,2,4.084519432168149,-4.057233365115258
0.5,4,0.25,2,8,17.1875,137.5,2,2,236.26,472.52,1,3,2.933121048534481,-4.271409266314257
0.0,0,0.1111111111111111,1,9,1.074074074074074,9.666666666666666,1,0,3966.19,3966.19,1,0,-0.19259791608584206,-0.19671304782318738
0.125,1,0.0,0,8,1.6354166666666667,13.083333333333334,0,3,0.0,0.0,0,0,-2.28748080723861,0.15659367830256773
0.125,1,0.125,1,8,0.6333333333333333,5.066666666666666,0,0,0.0,0.0,0,0,-2.7827642293346373,-1.0843039993886303
0.375,3,0.25,2,8,2.185416666666667,17.483333333333334,3,3,344.0533333333333,1032.1599999999999,3,1,1.0114244968910355,-0.9916910653082358
0.0,0,0.125,1,8,2.9458333333333333,23.566666666666666,3,2,235.85333333333332,707.56,3,1,-0.46756697308551043,1.3991542767577068
0.0,0,0.0,0,8,1.5916666666666668,12.733333333333334,1,2,367.24,367.24,1,0,-2.127898049047069,1.1156309707087975
0.125,1,0.25,2,8,15.943750000000001,127.55000000000001,2,1,926.67,1853.34,1,3,2.128182593270122,-2.369102203568906
0.375,3,0.125,1,8,1.84375,14.75,2,2,504.30499999999995,1008.6099999999999,2,0,-0.1393525639852662,-1.073895003337215
0.5,4,0.0,0,8,2.11875,16.95,2,5,354.815,709.63,2,1,0.39610194378841324,-0.4300262051154026
0.125,1,0.125,1,8,1.59375,12.75,3,3,385.03999999999996,1155.12,3,1,-0.04333783227490404,1.0836156001953865
0.25,2,0.125,1,8,1.7395833333333335,13.916666666666668,3,3,356.92,1070.76,3,1,0.24398220232033166,0.39018704860642894
0.0,0,0.25,2,8,1.65625,13.25,1,1,113.25,113.25,1,0,-1.6784347301900788,-0.4162333652152506
0.125,1,0.25,2,8,1.9020833333333333,15.216666666666667,3,3,165.20666666666668,495.62,3,1,0.2112956330203728,0.4010244609817884
0.0,0,0.375,3,8,1.8166666666666667,14.533333333333333,3,3,280.08333333333337,840.2500000000001,3,1,0.429180357619077,0.42859706906524964
0.125,1,0.25,2,8,18.597916666666666,148.78333333333333,6,5,368.645,2211.87,4,3,5.172708280149244,0.15726473998251123
0.0,0,0.125,1,8,1.5166666666666666,12.133333333333333,1,1,719.48,719.48,1,0,-1.7742895219102024,0.21224515974843372
0.375,3,0.125,1,8,6.978003,55.824024,3,5,126.31666666666666,378.95,2,1,1.5147279193725145,-0.6599457579864965
0.25,2,0.0,0,8,1.6354166666666667,13.083333333333334,3,2,357.68,1073.04,3,1,-0.42531377267627957,0.829116528390962
0.0,0,0.0,0,8,1.16875,9.35,1,1,228.63,228.63,1,0,-2.5238454383003766,0.9400345507943237
0.125,1,0.125,1,8,1.0875,8.7,0,0,0.0,0.0,0,0,-2.699418636589074,-1.131005544811101
0.25,2,0.0,0,8,1.4291666666666667,11.433333333333334,3,4,431.43666666666667,1294.31,3,1,0.08921272913179126,1.306068728592884
0.25,2,0.125,1,8,0.9916666666666667,7.933333333333334,0,1,0.0,0.0,0,0,-2.1887173117310237,-1.5714616978419325
0.1111111111111111,1,0.0,0,9,1.3166666666666667,11.85,0,0,0.0,0.0,0,0,-2.9760666731163092,-0.49264236277435536
0.25,2,0.5,4,8,16.45625,131.65,3,2,7445.03,22335.09,2,2,10.543210180326476,-3.8226821978799768
0.25,2,0.125,1,8,1.3354166666666667,10.683333333333334,0,1,0.0,0.0,0,0,-2.1256346383226847,-1.6068091978176557
0.125,1,0.125,1,8,1.33125,10.65,1,3,431.26,431.26,1,0,-1.2011458175234317,0.030388498896701865
0.3333333333333333,3,0.2222222222222222,2,9,1.8407407407407408,16.566666666666666,3,5,413.56666666666666,1240.7,3,1,1.5162216277385547,-0.348666225491444
0.0,0,0.0,0,8,1.6187500000000001,12.950000000000001,1,1,372.34,372.34,1,0,-2.3606422149678994,0.8835586447800823
0.3333333333333333,3,0.1111111111111111,1,9,1.5425925925925925,13.883333333333333,3,2,434.69666666666666,1304.09,3,1,0.36933131329809327,-0.38323582296892045
0.5,4,0.125,1,8,18.791666666666668,150.33333333333334,6,6,461.43833333333333,2768.63,4,3,6.047573350058166,-1.0110204563148075
0.375,3,0.0,0,8,2.2625,18.1,2,3,330.09000000000003,660.1800000000001,2,0,-0.36525513057814324,-0.22219174642015943
0.375,3,0.0,0,8,2.3979166666666667,19.183333333333334,3,3,1058.5633333333333,3175.69,3,1,0.9197308392849147,0.2803777634517494
0.125,1,0.0,0,8,2.0395833333333333,16.316666666666666,3,3,366.34,1099.02,3,1,-0.3899181778152443,1.6954702541666424
0.25,2,0.25,2,8,1.20625,9.65,1,1,393.98,393.98,1,0,-1.0280991618432318,-1.748362742434464
0.125,1,0.0,0,8,1.1041666666666667,8.833333333333334,0,1,0.0,0.0,0,0,-2.866123111560804,-0.24662895218100586
0.125,1,0.0,0,8,1.5875,12.7,3,3,671.64,2014.9199999999998,3,1,-0.17805989362052885,1.7332365718851954
0.0,0,0.125,1,8,1.6895833333333334,13.516666666666667,4,4,206.2125,824.85,4,1,0.28602146815131474,2.521705890941661
0.375,3,0.0,0,8,2.3875,19.1,2,4,415.735,831.47,2,1,-0.03636406317746072,-0.01038355009358647
0.125,1,0.0,0,8,1.8937499999999998,15.149999999999999,2,1,243.95,487.9,2,0,-1.5552559718723928,0.7206357971788269
0.0,0,0.125,1,8,1.9458333333333333,15.566666666666666,4,4,340.3,1361.2,4,1,0.4896628082179539,2.4943703812044395
0.375,3,0.0,0,8,1.5375,12.3,2,1,536.525,1073.05,2,0,-0.821872526517537,-0.6157676995038668
0.125,1,0.125,1,8,1.9395833333333334,15.516666666666667,3,4,215.63,646.89,3,1,0.09710706468411102,1.2818184208738006
0.0,0,0.0,0,8,3.9229166666666666,31.383333333333333,3,3,364.00333333333333,1092.01,3,1,-0.3342706190535275,2.1811114475135653
0.375,3,0.125,1,8,1.8645833333333333,14.916666666666666,3,2,317.26666666666665,951.8,2,0,0.039017655509018444,-0.8263678930796828
0.25,2,0.25,2,8,2.11875,16.95,2,2,430.45,860.9,2,0,-0.022637162086563987,-1.0764256750721954
0.125,1,0.0,0,8,1.7833333333333332,14.266666666666666,4,4,353.26,1413.04,3,1,0.11560499959881286,2.192241245551716
0.25,2,0.0,0,8,2.0395833333333333,16.316666666666666,4,4,742.9175,2971.67,4,1,1.1422166823124018,1.7804641972111808
0.0,0,0.0,0,8,1.9666666666666668,15.733333333333334,4,3,261.72,1046.88,4,1,-0.24921046673701597,2.9210455043800208
0.2222222222222222,2,0.1111111111111111,1,9,1.9129629629629628,17.216666666666665,3,3,538.5333333333333,1615.6,2,1,0.27392241839595,0.1466256096352238
0.25,2,0.0,0,8,1.4416666666666667,11.533333333333333,2,2,595.405,1190.81,2,0,-0.8416507178375228,0.2993168656427817
0.125,1,0.25,2,8,2.8583333333333334,22.866666666666667,4,4,532.4200000000001,2129.6800000000003,2,1,1.1060716154552115,0.46938007012765964
0.25,2,0.0,0,8,2.216666666666667,17.733333333333334,4,3,478.64250000000004,1914.5700000000002,4,1,0.6254614727655037,1.5352720316143484
0.125,1,0.0,0,8,1.9645833333333333,15.716666666666667,4,3,186.73749999999998,746.9499999999999,4,1,-0.04946083458068852,2.242574959720254
0.25,2,0.0,0,8,0.9604166666666667,7.683333333333334,0,1,0.0,0.0,0,0,-2.60479057903857,-0.9110831704382488
0.125,1,0.0,0,8,1.7291666666666667,13.833333333333334,2,2,234.885,469.77,2,0,-1.3518034405173847,0.9669363053820632
0.3333333333333333,3,0.1111111111111111,1,9,1.2981481481481483,11.683333333333334,2,2,323.695,647.39,2,0,-0.3408598884438149,-0.8905518972351447
0.0,0,0.0,0,8,2.75,22.0,3,3,526.1866666666666,1578.56,2,1,-0.6296478863797756,2.000415754790384
0.375,3,0.125,1,8,17.541666666666664,140.33333333333331,3,4,304.4,913.1999999999999,2,3,3.3846957224823764,-1.9802099934559918
0.125,1,0.125,1,8,2.4145833333333333,19.316666666666666,1,2,578.27,578.27,1,0,-1.1604416753857894,-0.32037207681786933
0.3,3,0.1,1,10,1.9966666666666666,19.966666666666665,4,5,405.19,1620.76,4,1,1.781494369755579,0.8772311857131728
0.0,0,0.125,1,8,1.8708333333333336,14.966666666666669,3,1,177.35333333333332,532.06,3,0,-0.961911322503057,1.2824413297113173
0.25,2,0.25,2,8,1.5166666666666666,12.133333333333333,2,2,290.335,580.67,1,0,-0.4768315970324604,-1.3042118079875935
0.25,2,0.25,2,8,9.128858758333333,73.03087006666667,3,3,1413.5266666666666,4240.58,2,3,2.793944079358829,-1.3536657036609563
0.1111111111111111,1,0.2222222222222222,2,9,1.8666666666666667,16.8,3,4,965.2166666666667,2895.65,3,1,1.2700668469248342,0.6858218099333814
0.0,0,0.375,3,8,1.45,11.6,2,2,1140.9399999999998,2281.8799999999997,2,0,0.23189889551446166,-0.3417206599682155
0.0,0,0.125,1,8,1.6812500000000001,13.450000000000001,3,2,150.40333333333334,451.21,3,1,-0.7821519504805812,1.5316311401128297
0.125,1,0.0,0,8,1.75625,14.05,3,3,353.25666666666666,1059.77,3,1,-0.45454788339552854,1.724978893193792
0.14285714285714285,1,0.2857142857142857,2,7,3.526190476190476,24.683333333333334,1,1,91.31,91.31,1,0,-1.1131738175367412,-1.3827996846574477
0.25,2,0.25,2,8,15.469464056249999,123.75571244999999,5,5,306.33750000000003,1225.3500000000001,4,3,4.41122529060516,-0.4490866613926374
0.25,2,0.5,4,8,2.19375,17.55,5,4,434.96399999999994,2174.8199999999997,5,1,3.0300523839540445,-0.32225730327516755
0.375,3,0.25,2,8,2.6083333333333334,20.866666666666667,3,3,148.50666666666666,445.52,2,1,0.6634516955813886,-1.3262661672545906
0.25,2,0.375,3,8,3.03125,24.25,4,4,352.9,1411.6,3,1,1.862921731031753,-0.5868094997015598
0.3,3,0.4,4,10,13.401666666666667,134.01666666666668,4,4,1085.175,4340.7,3,3,5.557413482950095,-2.7425316393668666
0.375,3,0.0,0,8,1.4645833333333333,11.716666666666667,2,2,721.575,1443.15,2,0,-0.45342173077561443,-0.3885563532051506
0.375,3,0.25,2,8,22.689513766666668,181.51611013333334,5,5,586.01,2930.05,2,3,5.995647778348239,-2.4537226223954183
0.0,0,0.375,3,8,2.7770833333333336,22.21666666666667,4,4,177.39749999999998,709.5899999999999,4,1,1.2726127424826597,1.0957608108718657
0.125,1,0.125,1,8,2.78125,22.25,2,2,337.55,675.1,2,0,-0.6700251973323926,0.19647568872267937
0.25,2,0.125,1,8,17.620833333333334,140.96666666666667,3,3,571.2566666666667,1713.77,1,3,2.891885061724516,-1.842335699515972
0.25,2,0.125,1,8,2.1729166666666666,17.383333333333333,3,3,393.6466666666667,1180.94,3,1,0.35897074448744776,0.3445786659332069
0.25,2,0.125,1,8,2.0354166666666664,16.28333333333333,3,2,7411.356666666667,22234.07,3,2,6.870011860712133,-0.07067094768920157
0.125,1,0.125,1,8,2.1875,17.5,4,4,410.245,1640.98,4,1,0.9034211365786997,1.789770015465958
0.25,2,0.125,1,8,1.5583333333333333,12.466666666666667,0,0,0.0,0.0,0,0,-2.325301930397385,-1.8586568084794854
0.375,3,0.25,2,8,5.5608759375,44.4870075,5,6,159.272,796.36,4,1,2.9816081352569284,0.12395377984995083
0.375,3,0.0,0,8,2.064583333333333,16.516666666666666,0,1,0.0,0.0,0,0,-2.114448826082426,-1.7038595249709962
0.375,3,0.125,1,8,3.352083333333333,26.816666666666663,1,3,393.35,393.35,1,0,-0.2761388055545304,-1.5331923025585685
0.125,1,0.125,1,8,1.3854166666666665,11.083333333333332,2,2,444.49,888.98,2,0,-0.8445472425373091,0.33468442357860134
0.125,1,0.0,0,8,1.5041666666666669,12.033333333333335,0,0,0.0,0.0,0,0,-3.03329326884939,-0.5166858810121476
0.125,1,0.125,1,8,2.7958333333333334,22.366666666666667,4,4,217.85250000000002,871.4100000000001,2,1,0.3168443222563758,1.1352841060959769
0.0,0,0.0,0,8,1.4416666666666667,11.533333333333333,2,2,659.335,1318.67,2,0,-1.3682753546830462,1.6546061917709582
0.375,3,0.375,3,8,7.244012691666667,57.952101533333334,2,2,1354.74,2709.48,1,3,2.0847687317342056,-3.282537334647538
0.25,2,0.125,1,8,1.8895833333333334,15.116666666666667,3,2,242.88333333333335,728.6500000000001,3,1,-0.07918898711527576,0.14909488943606133
0.25,2,0.25,2,8,16.395254791666666,131.16203833333333,4,4,403.66999999999996,1614.6799999999998,2,3,3.7276065797573668,-1.6008988321459587
0.375,3,0.0,0,8,2.1479166666666667,17.183333333333334,4,3,594.3175,2377.27,4,1,1.0356675147108265,0.8622554098688142
0.125,1,0.125,1,8,1.5979166666666667,12.783333333333333,2,2,392.445,784.89,2,0,-0.8452788381921147,0.3154240733013662
0.25,2,0.125,1,8,17.679166666666667,141.43333333333334,3,4,1381.11,4143.33,2,3,4.16197161843686,-1.345869688122003
0.125,1,0.25,2,8,2.127083333333333,17.016666666666666,0,1,0.0,0.0,0,0,-1.8577274106351407,-1.6661447796478177
0.125,1,0.125,1,8,13.684676970833335,109.47741576666668,4,3,662.7075,2650.83,3,3,2.8308610671456895,0.0800720217261916
0.375,3,0.25,2,8,15.664442254166664,125.31553803333331,4,4,366.7475,1466.99,3,3,4.074827823047492,-1.9080417357084087
0.25,2,0.25,2,8,1.6041666666666665,12.833333333333332,1,2,227.82,227.82,1,0,-0.8077176072738792,-1.5485581867925362
0.0,0,0.125,1,8,1.9145833333333333,15.316666666666666,3,3,402.8866666666666,1208.6599999999999,3,1,-0.25493909287852107,1.7293507040576448
0.5,4,0.25,2,8,17.479166666666668,139.83333333333334,4,3,820.8375000000001,3283.3500000000004,2,3,4.748625891703423,-3.3028198161504587
0.0,0,0.25,2,8,1.1645833333333333,9.316666666666666,1,1,550.16,550.16,1,0,-1.5235526433952526,-0.39669453037180574
0.25,2,0.125,1,8,5.568853293749999,44.550826349999994,2,2,428.59,857.18,1,0,-0.03800430299560801,-1.0706117738248597
0.125,1,0.125,1,8,1.2770833333333333,10.216666666666667,1,0,295.89,295.89,1,0,-2.0087559409166924,-0.6412067598445379
0.0,0,0.25,2,8,1.86875,14.95,1,2,515.36,515.36,1,0,-1.1732763249731424,-0.23770740005681146
0.25,2,0.125,1,8,1.8291666666666666,14.633333333333333,3,3,430.90000000000003,1292.7,3,1,0.3318628033527088,0.3788620115163039
0.0,0,0.125,1,8,2.425,19.4,3,4,1032.5733333333333,3097.72,3,1,0.6873792626626631,1.8878030966526682
0.0,0,0.25,2,8,2.4499999999999997,19.599999999999998,4,4,337.5525,1350.21,4,1,0.9893134229582318,1.785382457297687
0.125,1,0.125,1,8,1.9145833333333333,15.316666666666666,1,2,54.64,54.64,1,0,-1.5459582157110576,-0.23178196887583744
0.125,1,0.0,0,8,1.7541666666666667,14.033333333333333,0,1,0.0,0.0,0,0,-2.7468395109341266,-0.3134678612260097
0.0,0,0.125,1,8,1.8291666666666666,14.633333333333333,2,1,48.459999999999994,96.91999999999999,1,0,-1.830456213259913,0.46240641062471166
0.375,3,0.25,2,8,18.327083333333334,146.61666666666667,5,5,319.59000000000003,1597.95,4,3,5.303492392322006,-1.4154861768162617
0.1111111111111111,1,0.1111111111111111,1,9,1.7185185185185186,15.466666666666667,1,2,52.88,52.88,1,0,-1.5095994340658596,-0.1723746123454832
