age,gender,married,has_children,n_unique_destinations,avg_flight_fare_usd,total_flight_fare_usd,total_flights_booked,total_hotels_booked,total_flight_discount,avg_flight_discount,flight_discount_ratio,avg_flight_discount_percentage,avg_checked_bags,total_cancellations,cancellation_rate,flight_hotel_combo_ratio,hotel_booking_ratio,cluster
44,0.0,0,0,3,296.40333333333336,889.21,3,3,1,0.125,0.33333322222225925,0.0011245937392465291,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,4
28,0.0,0,1,0,0.0,0.0,0,0,1,0.1111111111111111,1000000.0,1000000.0,0.0,0,0.0,0.0,0.0,0
36,1.0,0,0,1,509.21,509.21,1,2,1,0.125,0.9999990000010001,0.001963826315343716,0.9999990000010001,0,0.0,0.12499998437500197,0.6666664444445185,2
19,0.0,0,0,3,1127.2225,4508.89,4,3,1,0.125,0.24999993750001562,0.00022178407541062562,0.24999993750001562,1,0.1428571224489825,0.3749999531250059,0.4285713673469475,7
27,0.0,0,0,1,438.61,877.22,2,1,3,0.375,1.499999250000375,0.003419894663345689,0.0,1,0.33333322222225925,0.12499998437500197,0.33333322222225925,7
48,0.0,1,0,3,387.0275,1548.11,4,4,0,0.0,0.0,0.0,0.24999993750001562,0,0.0,0.4999999375000079,0.4999999375000079,4
19,0.0,0,0,1,237.1,237.1,1,1,1,0.125,0.9999990000010001,0.004217629674324632,0.9999990000010001,0,0.0,0.0,0.499999750000125,2
61,0.0,1,1,1,642.02,642.02,1,2,1,0.125,0.9999990000010001,0.0015575838734656494,0.9999990000010001,0,0.0,0.12499998437500197,0.6666664444445185,2
39,0.0,0,1,3,335.31,1676.55,5,4,1,0.125,0.199999960000008,0.000596462974205086,0.599999880000024,0,0.0,0.4999999375000079,0.44444439506173394,4
24,0.0,0,0,0,0.0,0.0,1,2,2,0.25,1.9999980000020001,2000000.0,0.0,1,0.33333322222225925,0.12499998437500197,0.6666664444445185,7
46,0.0,0,1,2,436.51,873.02,2,2,1,0.125,0.499999750000125,0.0011454491292920562,0.499999750000125,0,0.0,0.24999996875000394,0.49999987500003124,2
43,0.0,1,1,1,395.69,395.69,1,1,2,0.25,1.9999980000020001,0.005054461813403265,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,1
38,0.0,0,0,2,342.36,684.72,2,2,0,0.0,0.0,0.0,1.499999250000375,0,0.0,0.24999996875000394,0.49999987500003124,2
52,0.0,1,0,1,453.27,453.27,1,2,2,0.25,1.9999980000020001,0.004412381131748448,0.0,0,0.0,0.12499998437500197,0.6666664444445185,1
42,0.0,1,0,7,685.1585714285713,4796.11,7,6,0,0.0,0.0,0.0,0.857142734693895,0,0.0,0.6666665925926009,0.4615384260355057,4
52,0.0,1,0,4,415.18,1660.72,4,5,0,0.0,0.0,0.0,0.7499998125000469,0,0.0,0.4999999375000079,0.5555554938271674,4
48,0.0,1,1,1,712.42,712.42,1,0,2,0.25,1.9999980000020001,0.0028073327492106727,1.9999980000020001,0,0.0,0.0,0.0,0
40,0.0,1,0,1,192.38,192.38,1,1,2,0.2222222222222222,1.9999980000020001,0.010396091015718418,0.0,0,0.0,0.11111109876543349,0.499999750000125,1
22,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
61,0.0,1,1,2,90.05333333333333,270.15999999999997,3,3,2,0.25,0.6666664444445185,0.007403020404934038,0.33333322222225925,1,0.16666663888889352,0.3749999531250059,0.49999991666668053,7
32,1.0,1,0,1,407.1,407.1,1,1,1,0.125,0.9999990000010001,0.0024563989131505797,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
53,0.0,0,0,4,382.26000000000005,1911.3000000000002,5,6,1,0.125,0.199999960000008,0.0005232041016464164,0.799999840000032,1,0.09090908264462885,0.6249999218750099,0.5454544958677732,7
43,0.0,1,1,4,434.9725,1739.89,4,4,1,0.125,0.24999993750001562,0.0005747489780533545,0.24999993750001562,0,0.0,0.4999999375000079,0.4999999375000079,4
42,0.0,0,1,4,309.685,1238.74,4,4,2,0.25,0.49999987500003124,0.001614543809342926,0.49999987500003124,0,0.0,0.4999999375000079,0.4999999375000079,4
47,0.0,0,0,1,173.04,173.04,1,1,2,0.25,1.9999980000020001,0.011558021199965204,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,1
41,0.0,0,0,1,49.87,99.74,2,2,2,0.25,0.99999950000025,0.020052135351392268,0.499999750000125,0,0.0,0.24999996875000394,0.49999987500003124,1
57,0.0,0,0,3,914.1525,3656.61,4,3,2,0.25,0.49999987500003124,0.0005469546928584249,0.24999993750001562,1,0.1428571224489825,0.3749999531250059,0.4285713673469475,7
40,0.0,0,0,1,375.52,751.04,2,3,1,0.125,0.499999750000125,0.0013314870029139767,0.99999950000025,1,0.199999960000008,0.12499998437500197,0.599999880000024,7
44,0.0,1,1,3,287.2033333333333,861.61,3,3,0,0.0,0.0,0.0,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,2
46,0.0,1,1,1,2290.87,4581.74,2,2,2,0.25,0.99999950000025,0.00043651538488947094,2.99999850000075,1,0.24999993750001562,0.24999996875000394,0.49999987500003124,7
54,0.0,0,0,3,252.72333333333333,758.17,3,3,2,0.25,0.6666664444445185,0.0026379308035955912,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,1
36,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
41,0.0,0,1,2,490.845,981.69,2,2,1,0.125,0.499999750000125,0.0010186515080945599,0.499999750000125,0,0.0,0.24999996875000394,0.49999987500003124,2
52,1.0,1,1,0,0.0,0.0,0,1,1,0.125,1000000.0,1000000.0,0.0,0,0.0,0.0,0.9999990000010001,6
66,0.0,1,0,2,2775.31,5550.62,2,1,2,0.25,0.99999950000025,0.0003603201083193733,0.499999750000125,0,0.0,0.12499998437500197,0.33333322222225925,1
51,0.0,0,0,4,846.7379999999999,4233.69,5,4,2,0.2222222222222222,0.399999920000016,0.00047240114404398974,0.99999980000004,0,0.0,0.44444439506173394,0.44444439506173394,4
30,0.0,0,0,3,458.2066666666667,1374.6200000000001,3,4,1,0.125,0.33333322222225925,0.0007274737740412085,0.6666664444445185,0,0.0,0.3749999531250059,0.57142848979593,4
68,0.0,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
50,0.0,0,0,2,360.53,721.06,2,3,0,0.0,0.0,0.0,0.499999750000125,0,0.0,0.22222219753086697,0.599999880000024,2
19,0.0,0,0,1,212.18,424.36,2,2,3,0.375,1.499999250000375,0.007069469301844026,0.0,1,0.24999993750001562,0.24999996875000394,0.49999987500003124,7
28,0.0,0,1,1,408.4,408.4,1,1,1,0.125,0.9999990000010001,0.00244857981770671,0.0,0,0.0,0.12499998437500197,0.499999750000125,2
41,0.0,0,1,2,230.685,461.37,2,2,3,0.375,1.499999250000375,0.0065023733521850716,0.499999750000125,0,0.0,0.24999996875000394,0.49999987500003124,1
51,0.0,0,0,5,391.576,1957.88,5,5,1,0.125,0.199999960000008,0.0005107565323151794,0.199999960000008,0,0.0,0.6249999218750099,0.499999950000005,4
51,0.0,0,0,2,582.505,1165.01,2,1,2,0.25,0.99999950000025,0.0017167234601276182,0.99999950000025,0,0.0,0.12499998437500197,0.33333322222225925,1
47,0.0,1,0,2,536.4449999999999,1072.8899999999999,2,1,1,0.125,0.499999750000125,0.0009320619998955513,0.499999750000125,0,0.0,0.12499998437500197,0.33333322222225925,2
54,1.0,1,0,1,460.54,460.54,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
35,0.0,0,0,2,391.905,783.81,2,2,1,0.125,0.499999750000125,0.001275819393378728,0.0,0,0.0,0.24999996875000394,0.49999987500003124,2
43,0.0,1,1,3,435.38,2176.9,5,6,1,0.125,0.199999960000008,0.00045936882702036434,0.399999920000016,1,0.09090908264462885,0.6249999218750099,0.5454544958677732,7
52,0.0,1,1,3,197.6175,790.47,4,4,3,0.375,0.7499998125000469,0.0037952104396179356,0.24999993750001562,1,0.12499998437500197,0.4999999375000079,0.4999999375000079,7
43,0.0,1,0,4,1288.3899999999999,5153.5599999999995,4,2,1,0.125,0.24999993750001562,0.00019404062430746115,0.9999997500000625,0,0.0,0.24999996875000394,0.33333327777778704,4
56,1.0,0,0,2,392.165,784.33,2,2,1,0.125,0.499999750000125,0.0012749735426733982,0.99999950000025,0,0.0,0.24999996875000394,0.49999987500003124,2
43,0.0,1,1,1,393.91,393.91,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
54,0.0,1,0,4,415.1475,1660.59,4,3,3,0.3333333333333333,0.7499998125000469,0.0018065868144415017,0.49999987500003124,0,0.0,0.33333329629630043,0.4285713673469475,1
32,0.0,0,0,3,332.0375,1328.15,4,4,4,0.5,0.9999997500000625,0.003011708012640358,0.7499998125000469,1,0.12499998437500197,0.4999999375000079,0.4999999375000079,7
46,0.0,0,0,1,64.63,64.63,2,3,2,0.25,0.99999950000025,0.030945380923017473,0.499999750000125,1,0.199999960000008,0.24999996875000394,0.599999880000024,7
29,1.0,0,1,1,199.47,199.47,1,0,1,0.125,0.9999990000010001,0.005013285180662329,2.9999970000030003,0,0.0,0.0,0.0,0
35,0.0,0,0,1,714.2,714.2,1,1,2,0.2857142857142857,1.9999980000020001,0.0028003360364038977,0.0,0,0.0,0.1428571224489825,0.499999750000125,1
38,0.0,1,1,1,7451.31,7451.31,1,1,3,0.3333333333333333,2.9999970000030003,0.00040261376853162545,2.9999970000030003,0,0.0,0.11111109876543349,0.499999750000125,5
43,1.0,0,0,1,236.26,472.52,2,2,4,0.5,1.9999990000005,0.008465250130226762,0.99999950000025,1,0.24999993750001562,0.12499998437500197,0.49999987500003124,7
36,0.0,1,0,1,3966.19,3966.19,1,0,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.0,0.0,2
27,0.0,0,0,0,0.0,0.0,0,3,1,0.125,1000000.0,1000000.0,0.0,0,0.0,0.0,0.9999996666667778,6
21,0.0,0,0,0,0.0,0.0,0,0,1,0.125,1000000.0,1000000.0,0.0,0,0.0,0.0,0.0,0
54,0.0,0,0,3,344.0533333333333,1032.1599999999999,3,3,3,0.375,0.9999996666667778,0.0029065261171654336,0.33333322222225925,0,0.0,0.3749999531250059,0.49999991666668053,1
51,0.0,1,0,3,235.85333333333332,707.56,3,2,0,0.0,0.0,0.0,0.33333322222225925,0,0.0,0.24999996875000394,0.399999920000016,2
43,0.0,0,0,1,367.24,367.24,1,2,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.6666664444445185,2
69,0.0,1,0,1,926.67,1853.34,2,1,1,0.125,0.499999750000125,0.0005395664041462623,0.99999950000025,1,0.33333322222225925,0.12499998437500197,0.33333322222225925,7
39,0.0,1,0,2,504.30499999999995,1008.6099999999999,2,2,3,0.375,1.499999250000375,0.0029743904948648235,0.0,0,0.0,0.24999996875000394,0.49999987500003124,1
42,0.0,1,1,2,354.815,709.63,2,5,4,0.5,1.9999990000005,0.005636740265156856,0.499999750000125,0,0.0,0.24999996875000394,0.7142856122449125,1
57,0.0,1,0,3,385.03999999999996,1155.12,3,3,1,0.125,0.33333322222225925,0.0008657109210595341,0.33333322222225925,0,0.0,0.3749999531250059,0.49999991666668053,4
51,0.0,1,1,3,356.92,1070.76,3,3,2,0.25,0.6666664444445185,0.0018678321922112962,0.33333322222225925,0,0.0,0.3749999531250059,0.49999991666668053,1
45,0.0,0,0,1,113.25,113.25,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
47,0.0,0,1,3,165.20666666666668,495.62,3,3,1,0.125,0.33333322222225925,0.00201767482745314,0.33333322222225925,0,0.0,0.3749999531250059,0.49999991666668053,4
55,0.0,1,0,3,280.08333333333337,840.2500000000001,3,3,0,0.0,0.0,0.0,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,4
47,0.0,0,0,4,368.645,2211.87,6,5,1,0.125,0.16666663888889352,0.00045210613623218994,0.16666663888889352,1,0.09090908264462885,0.6249999218750099,0.4545454132231443,7
22,0.0,0,1,1,719.48,719.48,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
35,0.0,0,0,2,126.31666666666666,378.95,3,5,3,0.375,0.9999996666667778,0.007916611669305683,0.0,1,0.12499998437500197,0.3749999531250059,0.6249999218750099,7
37,0.0,1,0,3,357.68,1073.04,3,2,2,0.25,0.6666664444445185,0.0018638634143518754,0.6666664444445185,0,0.0,0.24999996875000394,0.399999920000016,1
58,0.0,1,0,1,228.63,228.63,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
19,0.0,0,0,0,0.0,0.0,0,0,1,0.125,1000000.0,1000000.0,0.0,0,0.0,0.0,0.0,0
51,0.0,0,1,3,431.43666666666667,1294.31,3,4,2,0.25,0.6666664444445185,0.0015452248676551792,0.33333322222225925,0,0.0,0.3749999531250059,0.57142848979593,4
33,0.0,0,1,0,0.0,0.0,0,1,2,0.25,2000000.0,2000000.0,0.0,0,0.0,0.0,0.9999990000010001,6
18,0.0,0,0,0,0.0,0.0,0,0,1,0.1111111111111111,1000000.0,1000000.0,0.0,0,0.0,0.0,0.0,0
47,0.0,1,1,2,7445.03,22335.09,3,2,2,0.25,0.6666664444445185,8.954519547091392e-05,2.9999990000003334,1,0.199999960000008,0.24999996875000394,0.399999920000016,5
31,0.0,0,1,0,0.0,0.0,0,1,2,0.25,2000000.0,2000000.0,0.0,0,0.0,0.0,0.9999990000010001,6
55,1.0,1,1,1,431.26,431.26,1,3,1,0.125,0.9999990000010001,0.0023187868053638483,0.0,0,0.0,0.12499998437500197,0.7499998125000469,2
51,0.0,1,1,3,413.56666666666666,1240.7,3,5,3,0.3333333333333333,0.9999996666667778,0.0024179898424937615,0.9999996666667778,0,0.0,0.33333329629630043,0.6249999218750099,1
46,0.0,1,1,1,372.34,372.34,1,1,0,0.0,0.0,0.0,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,2
41,1.0,0,0,3,434.69666666666666,1304.09,3,2,3,0.3333333333333333,0.9999996666667778,0.002300454721452925,0.6666664444445185,0,0.0,0.22222219753086697,0.399999920000016,1
43,0.0,0,0,4,461.43833333333333,2768.63,6,6,4,0.5,0.6666665555555741,0.0014447578761175174,0.49999991666668053,1,0.08333332638888948,0.7499999062500118,0.4999999583333368,7
40,0.0,0,0,2,330.09000000000003,660.1800000000001,2,3,3,0.375,1.499999250000375,0.004544215207149239,0.99999950000025,0,0.0,0.24999996875000394,0.599999880000024,1
34,0.0,0,1,3,1058.5633333333333,3175.69,3,3,3,0.375,0.9999996666667778,0.0009446765896719527,0.33333322222225925,0,0.0,0.3749999531250059,0.49999991666668053,1
42,0.0,0,0,3,366.34,1099.02,3,3,1,0.125,0.33333322222225925,0.0009099015478245149,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,4
59,0.0,0,0,1,393.98,393.98,1,1,2,0.25,1.9999980000020001,0.005076399804364689,0.9999990000010001,0,0.0,0.12499998437500197,0.499999750000125,1
28,0.0,0,0,0,0.0,0.0,0,1,1,0.125,1000000.0,1000000.0,0.0,0,0.0,0.0,0.9999990000010001,6
53,0.0,1,0,3,671.64,2014.9199999999998,3,3,1,0.125,0.33333322222225925,0.0004962976195103043,0.9999996666667778,0,0.0,0.3749999531250059,0.49999991666668053,4
46,0.0,1,0,4,206.2125,824.85,4,4,0,0.0,0.0,0.0,0.49999987500003124,0,0.0,0.4999999375000079,0.4999999375000079,4
55,0.0,1,0,2,415.735,831.47,2,4,3,0.375,1.499999250000375,0.0036080676349019595,0.99999950000025,0,0.0,0.24999996875000394,0.6666665555555741,1
45,0.0,1,1,2,243.95,487.9,2,1,1,0.125,0.499999750000125,0.002049600323735191,0.499999750000125,0,0.0,0.12499998437500197,0.33333322222225925,2
56,0.0,1,0,4,340.3,1361.2,4,4,0,0.0,0.0,0.0,0.49999987500003124,0,0.0,0.4999999375000079,0.4999999375000079,4
57,0.0,1,1,2,536.525,1073.05,2,1,3,0.375,1.499999250000375,0.0027957690668694198,0.499999750000125,0,0.0,0.12499998437500197,0.33333322222225925,1
33,0.0,1,0,3,215.63,646.89,3,4,1,0.125,0.33333322222225925,0.0015458578714374039,0.0,0,0.0,0.3749999531250059,0.57142848979593,4
47,0.0,1,0,3,364.00333333333333,1092.01,3,3,0,0.0,0.0,0.0,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,4
29,0.0,0,0,2,317.26666666666665,951.8,3,2,3,0.375,0.9999996666667778,0.003151922669518888,0.0,0,0.0,0.24999996875000394,0.399999920000016,1
33,0.0,0,0,2,430.45,860.9,2,2,2,0.25,0.99999950000025,0.0023231501889613773,0.0,0,0.0,0.24999996875000394,0.49999987500003124,1
53,0.0,1,0,3,353.26,1413.04,4,4,1,0.125,0.24999993750001562,0.0007076940492075992,0.7499998125000469,0,0.0,0.4999999375000079,0.4999999375000079,4
45,0.0,0,0,4,742.9175,2971.67,4,4,2,0.25,0.49999987500003124,0.000673022239793442,0.7499998125000469,0,0.0,0.4999999375000079,0.4999999375000079,4
40,0.0,1,0,4,261.72,1046.88,4,3,0,0.0,0.0,0.0,0.49999987500003124,0,0.0,0.3749999531250059,0.4285713673469475,4
46,0.0,1,1,2,538.5333333333333,1615.6,3,3,2,0.2222222222222222,0.6666664444445185,0.0012379301799715708,0.6666664444445185,0,0.0,0.33333329629630043,0.49999991666668053,1
22,0.0,0,1,2,595.405,1190.81,2,2,2,0.25,0.99999950000025,0.0016795290586411526,0.499999750000125,0,0.0,0.24999996875000394,0.49999987500003124,1
53,0.0,1,0,2,532.4200000000001,2129.6800000000003,4,4,1,0.125,0.24999993750001562,0.0004695541111953185,0.7499998125000469,1,0.12499998437500197,0.4999999375000079,0.4999999375000079,7
38,0.0,0,0,4,478.64250000000004,1914.5700000000002,4,3,2,0.25,0.49999987500003124,0.001044620984845359,0.24999993750001562,0,0.0,0.3749999531250059,0.4285713673469475,4
43,0.0,0,0,4,186.73749999999998,746.9499999999999,4,3,1,0.125,0.24999993750001562,0.0013387776941712597,0.49999987500003124,0,0.0,0.3749999531250059,0.4285713673469475,4
54,0.0,1,1,0,0.0,0.0,0,1,2,0.25,2000000.0,2000000.0,0.0,0,0.0,0.0,0.9999990000010001,6
31,0.0,0,0,2,234.885,469.77,2,2,1,0.125,0.499999750000125,0.0021287012748181,0.0,0,0.0,0.24999996875000394,0.49999987500003124,2
44,0.0,1,1,2,323.695,647.39,2,2,3,0.3333333333333333,1.499999250000375,0.004633991867909619,0.499999750000125,0,0.0,0.22222219753086697,0.49999987500003124,1
44,0.0,1,0,2,526.1866666666666,1578.56,3,3,0,0.0,0.0,0.0,0.9999996666667778,0,0.0,0.3749999531250059,0.49999991666668053,2
52,0.0,0,0,2,304.4,913.1999999999999,3,4,3,0.375,0.9999996666667778,0.0032851511133539743,0.33333322222225925,1,0.1428571224489825,0.3749999531250059,0.57142848979593,7
41,0.0,0,0,1,578.27,578.27,1,2,1,0.125,0.9999990000010001,0.001729296000606471,0.9999990000010001,0,0.0,0.12499998437500197,0.6666664444445185,2
30,0.0,0,0,4,405.19,1620.76,4,5,3,0.3,0.7499998125000469,0.0018509834880852294,0.24999993750001562,0,0.0,0.39999996000000404,0.5555554938271674,4
49,0.0,1,1,3,177.35333333333332,532.06,3,1,0,0.0,0.0,0.0,0.6666664444445185,0,0.0,0.12499998437500197,0.24999993750001562,2
56,0.0,0,0,1,290.335,580.67,2,2,2,0.25,0.99999950000025,0.003444297099136692,1.499999250000375,0,0.0,0.12499998437500197,0.49999987500003124,1
53,0.0,1,1,2,1413.5266666666666,4240.58,3,3,2,0.25,0.6666664444445185,0.00047163359717971746,1.6666661111112961,1,0.16666663888889352,0.24999996875000394,0.49999991666668053,7
29,0.0,0,0,3,965.2166666666667,2895.65,3,4,1,0.1111111111111111,0.33333322222225925,0.0003453456044945537,0.33333322222225925,0,0.0,0.33333329629630043,0.57142848979593,4
43,0.0,1,1,2,1140.9399999999998,2281.8799999999997,2,2,0,0.0,0.0,0.0,0.0,0,0.0,0.24999996875000394,0.49999987500003124,2
47,0.0,1,0,3,150.40333333333334,451.21,3,2,0,0.0,0.0,0.0,0.9999996666667778,0,0.0,0.24999996875000394,0.399999920000016,2
43,0.0,1,0,3,353.25666666666666,1059.77,3,3,1,0.125,0.33333322222225925,0.0009436009691314143,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,4
56,0.0,1,0,1,91.31,91.31,1,1,1,0.14285714285714285,0.9999990000010001,0.010951702869875119,0.9999990000010001,0,0.0,0.1428571224489825,0.499999750000125,2
45,0.0,0,0,4,306.33750000000003,1225.3500000000001,5,5,2,0.25,0.399999920000016,0.0016321867208289982,0.199999960000008,1,0.09999999000000101,0.4999999375000079,0.499999950000005,7
38,0.0,0,0,5,434.96399999999994,2174.8199999999997,5,4,2,0.25,0.399999920000016,0.0009196163356417469,0.399999920000016,0,0.0,0.4999999375000079,0.44444439506173394,4
51,1.0,0,1,2,148.50666666666666,445.52,3,3,3,0.375,0.9999996666667778,0.0067337044201523965,0.6666664444445185,0,0.0,0.3749999531250059,0.49999991666668053,1
39,0.0,1,0,3,352.9,1411.6,4,4,2,0.25,0.49999987500003124,0.0014168319627253954,0.49999987500003124,0,0.0,0.4999999375000079,0.4999999375000079,4
41,0.0,0,0,3,1085.175,4340.7,4,4,3,0.3,0.7499998125000469,0.0006911327664452432,0.24999993750001562,1,0.12499998437500197,0.39999996000000404,0.4999999375000079,7
54,0.0,1,1,2,721.575,1443.15,2,2,3,0.375,1.499999250000375,0.0020787859875419836,0.0,0,0.0,0.12499998437500197,0.49999987500003124,1
52,0.0,1,1,2,586.01,2930.05,5,5,3,0.375,0.599999880000024,0.0010238733123926645,0.599999880000024,2,0.19999998000000202,0.4999999375000079,0.499999950000005,7
